OBJECTID,SCH_GUID,COUNTYCODE,COUNTY,DIST_CODE,DIST_NAME,SCHOOLCODE,SCHOOLTYPE,SCHOOL,SCHOOLNAME,X,Y,SOURCE
654,b46c990d-9a0f-4d90-9880-5e318206e97a,14,ESSEX,352,Livingston Twp,23D,ELEMENTARY,Aquinas Academy,Aquinas Academy,542145.5301,709497.0507,PRIVATE
655,4c15a322-cf16-4591-a4df-32a4633d4d89,4,BERGEN,146,Saddle River Boro,35B,,Saddle River Day,Saddle River Day,606608.3257,800766.0322,PRIVATE
656,040498a8-f18a-4c96-b497-6df8181e25b7,4,BERGEN,158,Tenafly Boro,46B,,Academy Of Our Lady Of Mount Carmel,Academy Of Our Lady Of Mount Carmel,640206.4183,761900.9223,PRIVATE
657,2b66be00-4e6d-4161-9831-27fe285ff27d,4,BERGEN,164,Westwood Regional,52B,,Immaculate Heart Academy,Immaculate Heart Academy,608535.2628,786435.1039,PRIVATE
658,9687f660-469b-4ab3-bc9f-4298791e49ac,6,BURLINGTON,172,Burlington City,59B,,Holy Light Christian Academy,Holy Light Christian Academy,393041.7266,453150.007,PRIVATE
659,7603d88b-9e12-4591-97b7-8fa114f628bb,6,BURLINGTON,171,Burlington City,58B,,Doane Academy,Doane Academy,389364.6283,454128.4158,PRIVATE
660,a687a8b4-528d-405f-9707-84f9b4a748d5,6,BURLINGTON,173,Burlington City,60B,,Saint Paul School,Saint Paul School,394724.317,449711.4929,PRIVATE
661,d0da0c9c-cd66-4131-a43b-9757e80cf9af,6,BURLINGTON,178,Delran Twp,65B,,Holy Cross Preparatory Academy,Holy Cross Preparatory Academy,365242.3881,432450.2525,PRIVATE
662,2baef8bd-0373-4fa7-b589-5fa79a806568,6,BURLINGTON,179,Delran Twp,66B,,Montessori Academy Delran,Montessori Academy Of N J,366958.698,426188.3992,PRIVATE
663,4412efb6-99fe-4b24-a3b0-6224340f234b,6,BURLINGTON,181,Eastampton Twp,67B,,Timothy Christian Academy,Timothy Christian Academy,421139.8902,426325.1869,PRIVATE
664,4cd3cf4f-a310-47c9-88f4-5936308feb60,6,BURLINGTON,182,Evesham Twp,68B,"DAY CARE, PRESCHOOL",Chesterbrook Academy,Chesterbrook Academy,387727.6411,373383.5487,PRIVATE
665,351eafe0-4106-4f43-a643-fb9c5e0eec96,6,BURLINGTON,183,Evesham Twp,69B,,Center For Education,Center For Education,374022.1422,386210.6008,PRIVATE
666,19b8aa32-4466-488e-9dfe-abec098dbe4a,6,BURLINGTON,187,Evesham Twp,72B,,Marlton Christian Academy Elementary,Marlton Christian Academy,384423.4935,383482.478,PRIVATE
667,71042a48-135b-4960-b4d2-0e0d43245bfc,6,BURLINGTON,186,Evesham Twp,71B,,Saint Joan Of Arc School,Saint Joan Of Arc School,378003.297,382269.4601,PRIVATE
668,0c50b593-be70-4241-938e-d934ce41e86f,6,BURLINGTON,195,Medford Twp,79B,K-GRADE 8,Saint Mary Of The Lakes,Saint Mary Of The Lakes,400330.0771,389154.1419,PRIVATE
669,c6b9eb0c-df32-429e-89b7-1400a981fa80,6,BURLINGTON,201,Mount Holly Twp,84B,,Sacred Heart School,Sacred Heart School,410589.8926,424682.85,PRIVATE
670,55a6992a-04bb-4edd-a734-dbea7b45de44,8,CAMDEN,218,Berlin Boro,02C,,Our Lady Of Mt Carmel,Our Lady Of Mt Carmel,366260.4419,353708.656,PRIVATE
671,37f59a56-8c34-41f5-980b-919b9096cf3f,8,CAMDEN,221,Camden City,04C,,Holy Name School,Holy Name School,318635.5748,408105.1876,PRIVATE
672,a5ecef94-0c1a-4bd1-8666-b9f3b68084bd,8,CAMDEN,222,Camden City,06C,,Sacred Heart School,Sacred Heart School,317949.9942,397216.3836,PRIVATE
673,28a99a81-5c35-4e9b-b0c4-131a04ddcce5,8,CAMDEN,223,Camden City,07C,"PRE-K, Catholic",Community Learning Campus at St. Anthony,Community Learning Campus at St. Anthony,326303.0287,409789.3624,PRIVATE
674,89fe2c04-8993-45b0-a56e-3c4e0fb49a36,8,CAMDEN,224,Camden City,08C,K-GRADE 8,Saint Joseph (Procathedral),St Joseph (Pro-Cathedral),328458.9512,406138.9028,PRIVATE
675,9bae1061-0081-492e-89b3-3c7b3198a5e7,8,CAMDEN,227,Cherry Hill Twp,10C,,Camden Catholic,Camden Catholic,337365.3688,402912.4556,PRIVATE
676,43089f86-6c76-4a32-88f2-c47d8253de1e,8,CAMDEN,233,Cherry Hill Twp,15C,PRESCHOOL-K,Congregation M'Kor Shalom,Congregation M'Kor Shalom,371012.248,379024.0985,PRIVATE
677,bb91f303-219e-47ab-9df6-a56b9b4a694b,8,CAMDEN,229,Cherry Hill Twp,12C,PRESCHOOL-K,Jewish Community Center,Betty And Milton Katz Jewish Community Center,360752.9378,382447.7252,PRIVATE
678,a8938c9f-5b30-4aca-878d-dfb3c11fb096,8,CAMDEN,231,Cherry Hill Twp,13C,PRESCHOOL-8,Politz Day School,Politz Day School,348390.0941,400761.3811,PRIVATE
679,43461b63-00e5-4364-ad64-7e46d44442f5,8,CAMDEN,238,Cherry Hill Twp,20C,PRESCHOOL-8,Resurrection Regional School,Resurrection Regional School,352996.9359,399410.5548,PRIVATE
680,cec1faa9-7a44-4d8c-9eba-8e9e73a15685,8,CAMDEN,237,Cherry Hill Twp,19C,PRESCHOOL-K,Saint Andrew'S Nursery School & Kindergarten,St Andrew'S Nursy & Kng School,347929.639,394000.8189,PRIVATE
681,6c5454e1-4f33-46a4-8d08-ace20bea8356,8,CAMDEN,273,Stratford Boro,51C,PRESCHOOL-GRADE 8,JOHN PAUL II REGIONAL,John Paul Ii Regional School,346888.7464,363698.1167,PRIVATE
682,f34dd824-47c2-413d-acaa-9ce8143c2bbe,8,CAMDEN,275,Stratford Boro,53C,BEFORE & AFTER SCHOOL CARE,Under The Sun Learning Center,Under The Sun Learning Center,351185.038,364166.5255,PRIVATE
683,4f6da75a-de49-417b-a134-c567e6d581e9,8,CAMDEN,276,Voorhees Twp,54C,PRESCHOOL,Beth El Early Childhood Center,Beth El Early Childhood Center,367506.9935,377160.1406,PRIVATE
684,3e440494-99b3-4e5f-bc47-428138818084,8,CAMDEN,279,Voorhees Twp,57C,PRESCHOOL-K,Virtua Child Develpment Center,Virtua Child Develpment Center,363538.4755,375677.6521,PRIVATE
685,53e1e09c-512a-413b-8589-d814ae69b6b5,12,CUMBERLAND,296,Bridgeton City,71C,PRESCHOOL-GRADE 4,Bridgeton Christian School,Bridgeton Christian School,280509.3548,218289.2474,PRIVATE
686,af56f710-5504-4a9c-a758-deb5a1c67482,12,CUMBERLAND,302,Vineland City,77C,,Cumberland Christian School,Cumberland Christian School,337086.6856,224264.407,PRIVATE
687,7f9614eb-f363-4a1a-8a60-4694b37a882e,12,CUMBERLAND,308,Vineland City,83C,PK-GRADE 8,Bishop Schad Regional School,Bishop Schad Regional School,346631.697,238093.3639,PRIVATE
688,c0814bfe-0db2-4b47-a30d-216696e37390,14,ESSEX,312,Belleville Town,86C,PK-GRADE 8,Saint Peter School,Saint Peter School,587328.5503,711096.2204,PRIVATE
689,453ebf9b-bdb3-46a6-92dc-fe792d2e1a9d,14,ESSEX,321,Bloomfield Twp,94C,CHILD CARE-PRESCHOOL,Rainbow Montessori School Bloomfield,Rainbow Montessori School,580355.4303,729230.3672,PRIVATE
690,4d1d60c4-c195-474f-8022-ebbde7a109ea,14,ESSEX,322,Bloomfield Twp,95C,PK-GRADE 8,Saint Thomas Apostle,Saint Thomas Apostle,581390.3656,728199.4372,PRIVATE
691,3f9d3e49-ecd0-4501-a0ed-782a795b8a67,14,ESSEX,324,Caldwell-West Caldwell,97C,,Mt. St. Dominic Academy,Mt. St. Dominic Academy,554727.269,728935.9121,PRIVATE
692,bf07bf28-1370-494f-aa0d-35799aa1d69d,14,ESSEX,327,Cedar Grove Twp,01D,PK-GRADE 8,Saint Catherine Of Siena School,St Catherine Of Siena School,567852.8208,732964.472,PRIVATE
693,61f18fbc-6f7a-45b5-aec1-57c35e5f4bf3,14,ESSEX,381,Newark City,50D,"MUSICAL, GRADES 4-8",Newark Boys Chorus School,Newark Boys Chorus School,581887.4604,690367.9814,PRIVATE
694,97ecef67-c255-419b-bb95-e86fb7de1445,14,ESSEX,371,Newark City,41D,,Alif Muhammad'S Nia School,Alif Muhammad'S Nia School,582941.6453,693708.665,PRIVATE
695,09c12112-26c5-4e3a-be22-9bc7dc3a9cfe,14,ESSEX,354,Millburn Twp,25D,ELEMENTARY,Far Brook School,Far Brook School,543402.4583,697507.2502,PRIVATE
696,d7ba6705-b66b-4a40-a53f-33761a92a8ce,14,ESSEX,356,Millburn Twp,27D,PK-GRADE 8,Saint Rose Of Lima Academy,Saint Rose Of Lima School,542437.4064,687492.4304,PRIVATE
697,436e72c9-d877-4caa-b571-6c30b167d47d,14,ESSEX,358,Millburn Twp,29D,"GRADES 2-8, SPECIAL NEEDS",The Winston School,The Winston School Of Short Hills,540736.6749,691396.6791,PRIVATE
698,32557496-a594-4148-893c-7bd18ad4dd1d,14,ESSEX,359,Montclair Town,30D,"HIGH SCHOOL, COLLEGE PREPARATORY",Immaculate Conception High School,Immaculate Conception High School,570593.9531,722437.6984,PRIVATE
699,12670a83-e84e-45fb-8d87-d7bdb78f6f9d,14,ESSEX,360,Montclair Town,31D,PK-GRADE 12,Lacordaire Academy,Lacordaire Academy,574864.1464,731773.0436,PRIVATE
700,f481d52e-a6cc-4e9c-b87b-6fee06e9869d,14,ESSEX,363,Montclair Town,34D,PRESCHOOL-8,Montclair Cooperative School,Montclair Cooperative,572283.727,724071.1784,PRIVATE
701,1149cc70-8f74-4f99-b51b-3923c9185eb4,14,ESSEX,361,Montclair Town,32D,PK-GRADE 12,Montclair Kimberley Academy,Montclair Kimberely Academy,570639.4202,726278.2202,PRIVATE
702,0bc5bc47-ab95-426f-a6c6-89314c1648e5,14,ESSEX,364,Montclair Town,35D,PK-GRADE 8,Saint Cassian School,St Cassian School,573912.7595,731597.8146,PRIVATE
703,ebef19a9-0246-4bda-b0b9-9b11a59c7e8a,14,ESSEX,366,Newark City,37D,MIDDLE SCHOOL,SAINT BENEDICT PREPARATORY SCHOOL,Saint Benedict Preparatory School-Middle School,585212.8773,691126.1367,PRIVATE
704,99c54aee-1e02-48b8-a4b0-ce27eb9b483b,14,ESSEX,366,Newark City,37D,ELEMENTARY SCHOOL,SAINT BENEDICT PREPARATORY SCHOOL,Saint Benedict Preparatory School-Elementary School,580941.6756,692785.1501,PRIVATE
705,66b3aced-1337-4635-a053-1e85d7d2b9f4,14,ESSEX,369,Newark City,40D,COOLEGE PREPARATORY HS FOR YOUNG WOMEN,Saint Vincent Academy,St Vincent Academy,578796.4758,695780.0106,PRIVATE
706,5eac59f4-1182-40fc-852b-5f48fbac8857,14,ESSEX,396,Nutley Town,64D,K-GRADE 8,Good Shepherd Academy,Good Shepherd Academy,585920.0567,720059.8777,PRIVATE
707,7d49a742-df2e-4bc8-8daa-8171ce8f1391,14,ESSEX,403,South Orange-Maplewood,71D,PK-GRADE 8,Our Lady Of Sorrows School,Our Lady Of Sorrows School,558669.2355,695264.2836,PRIVATE
708,4dcdb1f7-4d43-4451-af49-9c0bc0c55fb1,18,HUDSON,449,Bayonne City,14E,PRE K-GRADE 8,All Saints Catholic Academy,All Saints Catholic Academy,596132.011,664661.3156,PRIVATE
709,5d16c74d-cec3-4f6f-8135-3903e3ecba30,18,HUDSON,447,Bayonne City,12E,HIGH SCHOOL,Yeshiva Gedolah Of Bayonne,Yeshiva Gedolah Of Bayonne,599086.4506,670244.2194,PRIVATE
710,420f1192-6feb-45e8-986c-11713d868216,18,HUDSON,453,Hoboken City,17E,NURSERY/PRE K-GRADE 8,All Saints Episcopal Day School,All Saints Episcopal Day School,622795.2221,696667.889,PRIVATE
711,f108d5dc-0667-4a76-8ee9-0287f3e39ef1,18,HUDSON,454,Hoboken City,18E,PRE K-KINDERGARTEN,Hoboken Catholic Academy,Hoboken Catholic Academy,620359.7808,697058.614,PRIVATE
712,6d5d1583-3e81-4f31-9326-acb2343374be,18,HUDSON,456,Hoboken City,20E,PRE K-GRADE 8,Mustard Seed School,Mustard Seed School,621453.5719,695829.8878,PRIVATE
713,eb58a601-5222-444c-9b94-67532042f5a8,18,HUDSON,455,Hoboken City,19E,PRE K-GRADE 7,Stevens Cooperative School,"Stevens Cooperative School, Hoboken Campus",621918.6412,695067.4054,PRIVATE
714,6c91c115-e0b0-48af-abf3-bad4f1625e71,18,HUDSON,452,Hoboken City,16E,,"Hudson School, The",The Hudson School,621940.0076,696280.4026,PRIVATE
715,cce09e35-2da0-49d8-b1ff-922fe9bd8f14,18,HUDSON,468,Jersey City,31E,NURSERY-GRADE 8,Badr School,Badr School,609989.833,687166.6531,PRIVATE
716,1c183595-54d7-48a4-99fc-0f0a28c9af24,18,HUDSON,457,Jersey City,21E,PRE K-GRADE 8,First Christian Pentecostal Acad,First Christian Pentecostal Acad,617253.0465,686616.5666,PRIVATE
717,f0361d2b-b4c3-4233-9fb6-6e27e66314d6,18,HUDSON,459,Jersey City,23E,HIGH SCHOOL,Hudson Catholic Regional H S,Hudson Catholic Regional H S,612150.1328,689700.0664,PRIVATE
718,cf0f9c8a-cfca-409d-a76d-607fa7228e87,18,HUDSON,466,Jersey City,29E,PRE K-GRADE 8,ALGHAZALY SCHOOL,Al-Ghazaly School,611529.0603,686324.7604,PRIVATE
719,0eb63a66-b621-4253-b245-f2c83abe90e0,18,HUDSON,461,Jersey City,24E,ALTERNATIVE HIGH SCHOOL,Kenmare High School ,Kenmare High School For Women,620500.9623,686006.6203,PRIVATE
720,593a7457-356b-45d7-b8f9-8cabffb1c7c7,18,HUDSON,469,Jersey City,32E,LOWER SCHOOL (GRADES K-2),Our Lady Of Czestochowa,Our Lady Of Czestochowa,618967.9473,686215.6987,PRIVATE
721,d2eec96c-78f8-40f2-921d-d5e476c74f5f,18,HUDSON,472,Jersey City,35E,PRE K-GRADE 8,Sacred Heart School,Sacred Heart School,607670.9712,682735.4592,PRIVATE
722,68b248c5-079b-4a4b-9096-918cbfda2faa,18,HUDSON,473,Jersey City,36E,PRE K-GRADE 8,Saint Aloysius Elementary Academy,St Aloysius Elementary Academy,609042.9845,689255.1539,PRIVATE
723,abf74bde-5364-4684-a9d3-959fbf566f2d,18,HUDSON,476,Jersey City,38E,"PRE K, CHILD CARE",Saint Elizabeth'S School,Saint Elizabeth Child Care ,611835.5285,692298.6819,PRIVATE
724,09577964-67d8-46b5-af06-66d0021cc4ac,18,HUDSON,478,Jersey City,40E,PRE K-GRADE 8,Saint Joseph School,St Joseph Catholic School,614925.4268,691255.7043,PRIVATE
725,b1d7bfaf-f1e5-4cfc-9ea0-99b810dbde48,18,HUDSON,479,Jersey City,41E,PRE K-GRADE 8,Saint Nicholas School,St Nicholas School,616525.3672,695474.4656,PRIVATE
726,10cfe614-253c-4e89-a653-b04b36bbea9f,18,HUDSON,465,Jersey City,28E,"HS, COLLEGE PREP",Saint Peters Prep,St Peters Prep,619546.8336,685989.2523,PRIVATE
727,2d9e943f-93c4-4c6b-a7b3-8a4611348ec4,18,HUDSON,485,Kearny Town,47E,K-GRADE 12,Kearny Christian Academy,Kearny Christian Academy,587279.7725,701237.3077,PRIVATE
728,b90b03e5-9866-4eb5-bb22-1d4f521fc2c5,18,HUDSON,491,Union City,52E,,Miftaahul Uloom School,Miftaahul Uloom School,620479.8701,702709.7106,PRIVATE
729,9a67f133-72c9-47cc-9f3f-a89c5a1bd2aa,18,HUDSON,494,Union City,56E,ELEMENTARY,Saint Francis Academy,St Francis Academy,619949.9752,703514.4377,PRIVATE
730,662d7d07-b5dd-48ad-a5c1-225e739af84c,18,HUDSON,496,West New York Town,58E,ELEMENTARY,Academy Of St. Joseph Of The Palisades,Academy Of St. Joseph Of The Palisades,627540.9866,713658.0562,PRIVATE
731,1463a117-0e4f-45ca-9cd6-b8d95d0b990e,20,HUNTERDON,499,Clinton Twp,61E,,Immaculate Conception School,Immaculate Conception School,387241.0459,656856.3263,PRIVATE
732,b6dfb922-8050-4291-b255-68172607687a,20,HUNTERDON,512,Lebanon Boro,72E,NURSERY/DAY CARE,Bright Horizons At Lebanon,Bright Horizons Of Lebanon,396263.5718,660154.2846,PRIVATE
733,96167f6d-ed51-4d42-8189-d55feadc908e,22,MERCER,519,East Windsor Regional,79E,CHILD CARE,Better Beginnings Day Care,Better Beginnings Day Care,486043.8969,524471.9546,PRIVATE
734,a6e1f30d-9fa6-47a3-a40c-7c091e49a1b4,22,MERCER,518,East Windsor Regional,78E,GRADES 9-12,Peddie School,Peddie School,485363.5747,522219.8042,PRIVATE
735,dc606461-8a7e-49f3-8166-d1fbaf1b64b2,26,MONMOUTH,761,Marlboro Twp,98G,K-GRADE 12,Marlboro Jewish Center,Marlboro Jewish Center,557045.6771,542833.5097,
736,05e96eff-7a56-4701-8a57-ab907746fcc5,26,MONMOUTH,763,Marlboro Twp,01H,DAY CARE-K,Marlboro Montessori Academy,Marlboro Montessori Academy,561607.8858,553925.7579,PRIVATE
737,cdcc4797-02cf-4743-9e97-9d7f8cc502e9,26,MONMOUTH,754,Marlboro Twp,92G,DAY CARE-K,Turtle Creek Learning Acd,Turtle Creek Learning Acdemy,563591.9478,540196.2735,PRIVATE
738,20bcfe92-df8f-4de4-8dee-14774b29b654,26,MONMOUTH,768,Matawan-Aberdeen Regional,06H,DAY CARE-GRADE 2,Home Away Home Academy,Home Away Home Academy,569221.7243,568452.5096,PRIVATE
739,5de54442-856f-463b-9e4b-1041c432c794,26,MONMOUTH,776,Middletown Twp,13H,PK-GRADE 1,A Child'S Place,A Child'S Place,595023.4597,550950.9853,PRIVATE
740,0f22e715-71ad-4f68-a330-02f04d35f63e,26,MONMOUTH,769,Middletown Twp,07H,"HS, COLLEGE PREP, ALL BOYS",Christian Brothers Academy,Christian Brothers Academy,592526.5445,548236.472,PRIVATE
741,4021bc2f-af61-4002-86e5-b0ecd583d73b,26,MONMOUTH,773,Middletown Twp,10H,DAY CARE/K/PRESCHOOL,Kindercare Learning Center Belford,Kinder Care at Middletown,606942.2879,576294.8286,PRIVATE
742,938b4f36-632e-4899-9845-e925a7c0e971,26,MONMOUTH,777,Middletown Twp,14H,PRESCHOOL-K,Mountain Hill School,Mountain Hill School,614620.9891,568716.7942,PRIVATE
743,fe68d134-b2cc-482a-9a45-f704264e4b7d,26,MONMOUTH,775,Middletown Twp,12H,PRE K-GRADE 8,Oak Hill Academy,Oak Hill Academy,596295.0792,550382.992,PRIVATE
744,1e0b9b0b-877e-41dd-ba9c-7a11c85b81d0,26,MONMOUTH,780,Middletown Twp,17H,PRESCHOOL-GRADE 8,Saint Leo The Great School,St Leo The Great School,598785.5004,546393.3402,PRIVATE
745,cc8d6a51-dd9b-4814-9e5b-943e153ae64b,26,MONMOUTH,781,Middletown Twp,18H,PRE K-GRADE 8,Saint Mary School,St Mary School,602960.122,575893.6283,PRIVATE
746,e7d48214-86be-4b7d-8c6a-c443e96b8546,26,MONMOUTH,798,Red Bank Boro,35H,PRE K-GRADE 8,Saint James Grammar School,St James Grammar School,612848.6623,551984.1492,PRIVATE
747,67d59520-1037-40de-beea-aa5bc1ce3b57,26,MONMOUTH,799,Red Bank Boro,36H,PRESCHOOL-K,Tower Hill School,Tower Hill School,616407.7096,551237.3036,PRIVATE
748,6c1c0f35-4efc-4af5-860c-65478a2b5d2c,26,MONMOUTH,802,Rumson Boro,38H,PRE K-GRADE 8,Holy Cross Academy,Holy Cross School,636729.5016,558525.5863,PRIVATE
749,21071191-7198-4341-bd97-30c36fd5635c,26,MONMOUTH,804,Shrewsbury Boro,40H,PRESCHOOL-K,Creative Learning Center,Creative Learning Center,614898.1054,539490.1542,PRIVATE
750,596d604d-3e33-4c20-98b9-f171db0e39eb,26,MONMOUTH,805,Spring Lake Boro,41H,PRE K-GRADE 8,Saint Catharine School,Saint Catharine School,623662.8749,477524.8483,PRIVATE
751,d6f3dca6-a815-47f4-b798-ef95e978d32f,26,MONMOUTH,812,Tinton Falls,47H,DAY CARE-PRESCHOOL-K,Goddard School Of Tinton Falls,Goddard School Of Tinton Falls,609967.9791,544925.5642,PRIVATE
752,f5b40c7b-bd0b-45e6-9379-db7d446b0cdb,26,MONMOUTH,811,Tinton Falls,46H,AGE 3-GRADE 12,Ranney School,Ranney School,609654.0909,537512.4993,PRIVATE
753,97bf18cf-fd3f-4066-9b54-df7005a409a4,26,MONMOUTH,1407,Wall Twp,20X,CHILD CARE & DAY CARE,The Atlantis Preparatory School,The Atlantis Preparatory School,610751.8692,475089.5904,
754,68f018dc-0674-4255-8bcc-dc08e9e7722b,26,MONMOUTH,822,Wall Twp,56H,DAY CARE,Kindercare Learning Center Manasquan,Wall KinderCare,607830.0214,475477.9298,PRIVATE
755,fc9807dc-2cef-4eb3-8fd5-a2b5482890de,26,MONMOUTH,824,Wall Twp,58H,"DAY CARE, AFTER SCHOOL PROGRAM",Summer Hill Camp,Summer Hill School,609524.0862,497827.1732,PRIVATE
756,cfcc2d2e-72e6-4b67-8fe9-8ac33ad7ce7a,26,MONMOUTH,831,West Long Branch Boro,64H,PRE K-GRADE 8,Saint Jerome School,St Jerome School,625138.1269,528810.7838,PRIVATE
757,54ac6fe4-1345-47f5-a78b-b610530a4f03,28,MORRIS,846,Chester Twp,78H,PRESCHOOL,Westmont Montessori School,Westmont School,453305.7107,706992.7903,PRIVATE
758,4d7de2f4-30c2-4e04-8b71-674e42dcc000,28,MORRIS,853,Florham Park Boro,84H,PRE K-GRADE 8,Holy Family School,Holy Family School,522081.6568,708348.552,PRIVATE
759,26367a9b-9029-49bb-a4e0-26af8c121719,28,MORRIS,865,Madison Boro,95H,PRESCHOOL-K,Madison Montessori,Madison Montessori,514977.7038,700804.4638,PRIVATE
760,9bf50a05-4f12-4587-889c-8cc15189f71d,28,MORRIS,867,Madison Boro,97H,ELEMENTARY,Saint Vincent Martyr School,St Vincent Martyr School,514836.358,700966.1859,PRIVATE
761,3670d3ec-aa1b-453c-9daa-3c232c877623,28,MORRIS,882,Morris School District,12I,PRE K-GRADE 8,Assumption School,Assumption School,497617.878,713010.8009,PRIVATE
762,0dec68ac-b78b-4f78-b7bb-a35a26971adf,28,MORRIS,883,Morris School District,13I,PRESCHOOL-GRADE 8,Cheder Lubavitch,Cheder Lubavitch,492462.0156,718401.8551,PRIVATE
763,aa9a477b-5d7d-47c9-ae09-f7fc357db576,28,MORRIS,884,Morris School District,14I,,"Red Oaks School, The",The Red Oaks School,496579.7596,719192.5323,PRIVATE
764,ff61f015-9ccf-4912-b490-68293e254a42,28,MORRIS,877,Morris School District,07I,GRADES 6-12,Morristown Beard School,Morristown Beard School,506126.236,717573.485,PRIVATE
765,0562e91f-6db6-40ee-8449-00e1b1f98a5b,28,MORRIS,886,Morris School District,16I,K-GRADE 8,"Peck School, The",The Peck School,499974.9973,711630.8568,PRIVATE
766,c107af5d-2812-437b-9192-f00126f9bd94,28,MORRIS,896,Parsippany-Troy Hills Twp,25I,DAY CARE-GRADE 6,"Saint Elizabeth Nursery And Montessori School, Inc.",St Elizabeth Nursery And,503366.7349,740895.0549,PRIVATE
767,76ac373b-b0ab-4ca3-b184-9df34e066c97,28,MORRIS,897,Parsippany-Troy Hills Twp,26I,ELEMENTARY (K-GRADE 8),All Saints Academy,All Saints Academy,521585.6676,740525.6199,PRIVATE
768,ea823e54-ca73-41de-a321-0dfaeb30c3e4,28,MORRIS,903,Pequannock Twp,31I,PRE K-GRADE 8,Holy Spirit School,Holy Spirit School,549401.4653,772169.5819,PRIVATE
769,a9c13cc1-3b63-4332-aafb-03a88ed0d19d,28,MORRIS,904,Pequannock Twp,32I,PK-GRADE 12,Netherlands Reformed Christian,Netherlands Reformed Christian,543994.2363,772199.1566,PRIVATE
770,5835e34b-658c-4c39-b3c7-ed412d501659,30,OCEAN,954,Lakewood Twp,76I,,Bais Chinuch L'Bonos Bayis Ruchel,Bais Chinuch L'Bonos Bayis Ruchel,572419.375,462368.1362,PRIVATE
771,22463941-c450-41d0-9b63-e3ed4d799b51,30,OCEAN,955,Lakewood Twp,77I,"K-GRADE 8, ALL GIRLS",Bais Faiga School For Girls,Bais Faiga Sch For Girls,571254.5621,462642.0264,PRIVATE
772,db49597f-ae31-4e45-b1d6-8c36a53ab0a0,22,MERCER,528,Hamilton Twp,88E,PK3 & PK4,Faith Christian Academy,Faith Christian Academy,440735.1751,498980.103,PRIVATE
773,595e635b-8e82-44c2-b248-2ffe19f8efeb,22,MERCER,534,Hamilton Twp,93E,,Saint Raphael School,St Raphael School,436995.8811,494082.1538,PRIVATE
774,fc60e344-66fb-4c9c-8aad-b0e5d4c476bf,22,MERCER,548,Lawrence Twp,07F,PK-GRADE 8,Chapin School,Chapin School,438254.0731,538453.9627,PRIVATE
775,8a3b2d18-c598-477a-b9a2-aced59425c9a,22,MERCER,546,Lawrence Twp,05F,,"Lawrenceville School, The",Lawrenceville School,428236.3166,532260.458,PRIVATE
776,70d72755-6bdc-4cf4-9ed1-94634a40cd77,22,MERCER,552,Lawrence Twp,11F,,Saint Ann School,St Ann School,424070.9778,521873.382,PRIVATE
777,3f93f96b-458e-4ce5-a15c-4a986c112923,22,MERCER,561,Princeton Regional,18F,"SPECIAL NEEDS, COLLEGE PREPARATORY",Lewis School,Lewis School,446034.3302,552764.3097,PRIVATE
778,96619f2b-8f7c-4412-bd32-3875647c7b0b,22,MERCER,562,Princeton Regional,19F,,Princeton Academy Of The Sacred Heart,Princeton Acad-Sacred Heart,436254.0204,562003.4504,PRIVATE
779,edf6a614-5836-48c1-9c2e-6ca5731c5040,22,MERCER,565,Princeton Regional,22F,,Princeton Friends School,Princeton Friends School,442356.225,544001.2518,PRIVATE
780,cdc8aa34-d059-49ae-9d42-e067427cb9e2,22,MERCER,564,Lawrence Twp,21F,,Princeton Jr School,Princeton Jr School,433993.0984,538101.154,PRIVATE
781,36fbe8dc-7715-451a-ad5d-1b71a7507f53,22,MERCER,566,Princeton Regional,23F,PK-GRADE 8,Saint Paul Catholic School,St Paul School Of Princeton,449103.3608,553171.5707,PRIVATE
782,efa50101-e6f9-4713-ae91-50b563409f54,22,MERCER,554,Princeton Regional,13F,"K–GRADE 12, ALL GIRLS",Stuart Country Day School,Stuart Country Day School Of The Sacred Heart,440508.5047,558921.0258,PRIVATE
783,db0584c1-3853-4d81-ac3c-217b2c1ea2e1,22,MERCER,556,Princeton Regional,14F,MIDDLE/HIGH SCHOOL,"Hun School Of Princeton, The",The Hun School Of Princeton,440751.3864,548317.4987,PRIVATE
784,9067ec83-0684-405a-9332-b1f7fa77cdba,22,MERCER,569,Trenton City,26F,,"Islamic Sch Of Trenton, Albayaan","Islamic School Of Trenton, Al Bayan",419946.8755,508343.2562,PRIVATE
